Date,Activity,SubActivity,Description,Department,CostCentre,State,UOM,Quantity,Source,Identifier
1/4/2025,Reagent,Sodium Chlorite,Sodium chlorite 31% 200L 250kg,Mining Open Pit,Projects and Work Orders,QLD,t,0.5,INV03,104164
1/4/2025,Wear Item,Grinding Media,Ball grinding 65mm dia 1% carbon,Processing,Milling,QLD,t,142.952,INV03,103202
1/4/2025,Wear Item,Grinding Media,Ball grinding 80mm dia 1% carbon,Processing,Milling,QLD,t,279.28,INV03,100037
1/4/2025,Wear Item,Grinding Media,Ball grinding 94mm dia MC60,Processing,Milling,QLD,t,125.076,INV03,100557
1/4/2025,Wear Item,Tyres,Tyre 27.00R49 Maxam MS403 E4 2 star Cat 777,Mining Open Pit,Projects and Work Orders,QLD,Each,4.0,INV03,126058
1/4/2025,Wear Item,Tyres,Tyre 40.00R57 Bridgestone 2 star VRDP E2A,Mining Open Pit,Projects and Work Orders,QLD,Each,2.0,INV03,141056
1/4/2025,Wear Item,Tyres,Tyre 40.00R57 Maxam MS403 E4 2 star,Mining Open Pit,Projects and Work Orders,QLD,Each,8.0,INV03,126054
1/4/2026,Combustion,Welding Gas,Argoshield 52 size G2 11.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,35.7,INV03,140158
1/4/2026,Reagent,Antiscalant,Antiscalant Proflow 860 IBC for process water,Mining Open Pit,Projects and Work Orders,QLD,t,2.0,INV03,140446
1/4/2026,Wear Item,Tyres,Tyre 27.00R49 Bridgestone 2 star VREP E2A,Mining Open Pit,Projects and Work Orders,QLD,Each,2.0,INV03,125474
1/4/2026,Wear Item,Tyres,Tyre 37.00R57 Bridgestone VZTSZTL E2A,Maintenance,Hauling,QLD,Each,2.0,INV03,140057
1/4/2026,Wear Item,Tyres,Tyre 40.00R57 Bridgestone 2 star VRDP E2A,Mining Open Pit,Projects and Work Orders,QLD,Each,4.0,INV03,141056
1/5/2022,Combustion,Acetylene,Acetylene industrial size E 3.2m3,Mining Open Pit,Projects and Work Orders,QLD,m3,3.2,INV03,100701
1/5/2022,Combustion,Acetylene,Acetylene industrial size G 7.0m3,Mining Open Pit,Projects and Work Orders,QLD,m3,14.0,INV03,100192
1/5/2022,Combustion,Acetylene,Acetylene technical grade 99% size G,Mining Open Pit,Projects and Work Orders,QLD,m3,14.0,INV03,102260
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Light Vehicles,QLD,kL,29.3621,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Operations Administration,QLD,kL,2.7161,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Environment & Community,Environment,QLD,kL,0.872,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Exploration & Development,Exploration and Development,QLD,kL,0.0524,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Mining Geology,Grade Control,QLD,kL,9.0961,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Blasting,QLD,kL,6.4514,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Drilling - Production,QLD,kL,200.6851,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Hauling,QLD,kL,742.389,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Loading,QLD,kL,377.3722,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Mobile Equipment,QLD,kL,155.7926,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Projects and Work Orders,QLD,kL,351.6108,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Rehandling,QLD,kL,237.6573,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Fixed,QLD,kL,216.6579,INV03,103206
1/5/2022,Combustion,Diesel,Diesel fuel bulk,Processing,Site Power Generation,QLD,kL,253.88,INV03,103206
1/5/2022,Combustion,LPG,Propane Handigas 45kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.2647,INV03,121352
1/5/2022,Combustion,LPG,Propane Handigas Q size 18kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.1059,INV03,103071
1/5/2022,Combustion,LPG,Propane LPG bulk delivery,Processing,Gold Room,QLD,kL,16.3881,INV03,103570
1/5/2022,Combustion,Lubricants,Engine oil Helix Ultra 5W-40 5L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.005,INV03,102911
1/5/2022,Combustion,Lubricants,Engine oil Rimula R4 MV 15W40 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,10.0,INV03,124779
1/5/2022,Combustion,Lubricants,Gear oil 90W GL4 200L drum Hitachi,Mining Open Pit,Projects and Work Orders,QLD,kL,0.2,INV03,128162
1/5/2022,Combustion,Lubricants,Gear oil Omala S2 G 220 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,103652
1/5/2022,Combustion,Lubricants,Gear oil Omala S2 GX 150 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,127921
1/5/2022,Combustion,Lubricants,Gear oil Omala S4 GX 220 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.46,INV03,101605
1/5/2022,Combustion,Lubricants,Gear oil Omala S4 GX320 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.254,INV03,101036
1/5/2022,Combustion,Lubricants,Gear oil Spirax S2 A 85W-140 1000L Pod,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,120270
1/5/2022,Combustion,Lubricants,Gear oil Spirax S4 TXM SAE 10W-30 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,124778
1/5/2022,Combustion,Greases,Grease Gadus S2 V100 3 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0094,INV03,101581
1/5/2022,Combustion,Greases,Grease Gadus S2 V220 2 C2 450g,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0216,INV03,101580
1/5/2022,Combustion,Greases,Grease Gadus S2 V220 2 D180K,Mining Open Pit,Projects and Work Orders,QLD,kL,1.6,INV03,100004
1/5/2022,Combustion,Greases,Grease Gadus S2 V220 2 IBC-K Red Rocket 1000kg,Mining Open Pit,Projects and Work Orders,QLD,kL,6.0,INV03,126311
1/5/2022,Combustion,Greases,Grease Gadus S3 EP2 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0486,INV03,101578
1/5/2022,Combustion,Greases,Grease Gadus S3 V220C 2 P18K,Mining Open Pit,Projects and Work Orders,QLD,kL,0.04,INV03,102910
1/5/2022,Combustion,Greases,Grease Gadus S3 V460D 2 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0058,INV03,103568
1/5/2022,Combustion,Greases,Grease Gadus S3 V460DM 2 180kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.6,INV03,123620
1/5/2022,Combustion,Greases,Grease Gadus S3 V460DM 2 18kg drum,Mining Open Pit,Projects and Work Orders,QLD,kL,0.12,INV03,122718
1/5/2022,Combustion,Greases,Grease LGHP2 0.4 SKF,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0048,INV03,122449
1/5/2022,Combustion,Greases,Grease exposed gear Gadus S4 OGFP IBC-K Red Rocket,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,900351
1/5/2022,Combustion,Greases,Grease special purpose rubber products 500g tub,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0025,INV03,101472
1/5/2022,Combustion,Lubricants,Hydraulic oil HN46 Hitachi IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,6.0,INV03,126696
1/5/2022,Combustion,Lubricants,Hydraulic oil Spirax S4 CX30 IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,2.0,INV03,125456
1/5/2022,Combustion,Lubricants,Hydraulic oil Spirax S4 CX60 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,3.0,INV03,122929
1/5/2022,Combustion,Lubricants,Hydraulic oil Tellus 68 S2 VX 68/D 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.209,INV03,103552
1/5/2022,Combustion,Lubricants,Lubricant tyre and rim mounting paste 5kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.03,INV03,103929
1/5/2022,Combustion,Lubricants,Oil RTA100 5 litre,Processing,Laboratory,QLD,kL,0.005,INV03,101582
1/5/2022,Combustion,Lubricants,Oil compressor ISO150 5L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.005,INV03,124995
1/5/2022,Combustion,Lubricants,Tyre conditioner Sealzit Rim Guard 1000L Pod,Mining Open Pit,Projects and Work Orders,QLD,kL,2.0,INV03,122962
1/5/2022,Combustion,Nitrogen,Nitrogen gas code 032 size E,Mining Open Pit,Projects and Work Orders,QLD,m3,11.1,INV03,120312
1/5/2022,Combustion,Nitrogen,Nitrogen industrial size G 7.0m3,Mining Open Pit,Projects and Work Orders,QLD,m3,35.0,INV03,100193
1/5/2022,Combustion,Oxygen,Oxygen industrial size E 4.1m3,Mining Open Pit,Projects and Work Orders,QLD,m3,8.2,INV03,100700
1/5/2022,Combustion,Oxygen,Oxygen industrial size G 8.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,169.1,INV03,100191
1/5/2022,Combustion,Oxygen,Oxygen liquid bulk,Processing,Leach & Adsorption,QLD,m3,55633.1,INV03,103207
1/5/2022,Combustion,Welding Gas,Argon ultra high purity size G2,Mining Open Pit,Projects and Work Orders,QLD,m3,11.9,INV03,104090
1/5/2022,Combustion,Welding Gas,Argoshield 52 size G2 11.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,119.0,INV03,140158
1/5/2022,Reagent,Acid,Hydrochloric acid min 32% strength bulk,Processing,Gold Room,QLD,t,4.5,INV03,103203
1/5/2022,Reagent,Antiscalant,Antiscalant Proflow liquid WTS 4-103 1050kg IBC,Mining Open Pit,Projects and Work Orders,QLD,t,10.5,INV03,124951
1/5/2022,Reagent,Carbon,Carbon activated YAO 60 ASTM 6/12 grade 500kg bag,Processing,Leach & Adsorption,QLD,t,9.0,INV03,103200
1/5/2022,Reagent,Caustic Soda,Sodium hydroxide caustic bulk liquid NaOH,Processing,Gold Room,QLD,t,17.94,INV03,103205
1/5/2022,Reagent,Cyanide,Sodium cyanide reagent liquor 30-33% bulk,Processing,Leach & Adsorption,QLD,t,215.62,INV03,103430
1/5/2022,Reagent,Degreaser,Degreaser Mineclean Castrol 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,3.0,INV03,121366
1/5/2022,Reagent,Flocculant,Flocculant mineral process Posifloc AN923SH powder 25kg bag,Processing,Tailings Disposal,QLD,t,0.125,INV03,100975
1/5/2022,Reagent,Leach Aid,Leach Well GC bucket 10kg,Processing,Laboratory,QLD,t,0.58,INV03,104219
1/5/2022,Reagent,Lime,Lime unslaked quicklime bulk delivery,Processing,Leach & Adsorption,QLD,t,285.63,INV03,101673
1/5/2022,Reagent,Soda Ash,Sodium carbonate dense soda ash 25kg bag,Mining Open Pit,Projects and Work Orders,QLD,t,0.025,INV03,101492
1/5/2022,Reagent,Sodium Chlorite,Sodium chlorite 31% 200L 250kg,Mining Open Pit,Projects and Work Orders,QLD,t,0.5,INV03,104164
1/5/2022,Reagent,Sodium Hypochlorite,Sodium hypochlorite solution chlorine 10%,Mining Open Pit,Projects and Work Orders,QLD,kL,0.002,INV03,104165
1/5/2022,Wear Item,Grinding Media,Ball grinding 65mm dia 1% carbon,Processing,Milling,QLD,t,50.012,INV03,103202
1/5/2022,Wear Item,Grinding Media,Ball grinding 80mm dia 1% carbon,Processing,Milling,QLD,t,38.007,INV03,100037
1/5/2022,Wear Item,Grinding Media,Ball grinding 94mm dia MC60,Processing,Milling,QLD,t,214.91,INV03,100557
1/5/2022,Wear Item,Tyres,Tyre 37.00R57 Maxam MS403 E4 2 star suit Cat 789,Mining Open Pit,Projects and Work Orders,QLD,Each,2.0,INV03,126055
1/5/2022,Wear Item,Tyres,Tyre 40.00R57 Goodyear RM4B E4 2 star,Mining Open Pit,Projects and Work Orders,QLD,Each,6.0,INV03,126143
1/5/2022,Wear Item,Tyres,Tyre 40.00R57 Maxam MS403 E4 2 star,Mining Open Pit,Projects and Work Orders,QLD,Each,4.0,INV03,126054
1/5/2023,Combustion,Acetylene,Acetylene industrial size E 3.2m3,Mining Open Pit,Projects and Work Orders,QLD,m3,9.6,INV03,100701
1/5/2023,Combustion,Acetylene,Acetylene industrial size G 7.0m3,Mining Open Pit,Projects and Work Orders,QLD,m3,28.0,INV03,100192
1/5/2023,Combustion,Acetylene,Acetylene technical grade 99% size G,Mining Open Pit,Projects and Work Orders,QLD,m3,7.0,INV03,102260
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Light Vehicles,QLD,kL,39.4255,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Operations Administration,QLD,kL,0.9724,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Exploration & Development,Exploration and Development,QLD,kL,13.9536,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Geology,Grade Control,QLD,kL,43.9708,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Blasting,QLD,kL,5.7649,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Drilling - Production,QLD,kL,129.9162,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Geotechnical,QLD,kL,23.4666,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Hauling,QLD,kL,923.3168,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Loading,QLD,kL,347.0004,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Mobile Equipment,QLD,kL,146.1787,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Projects and Work Orders,QLD,kL,237.6692,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Rehandling,QLD,kL,227.5813,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Fixed,QLD,kL,3.2774,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Supplemental,QLD,kL,82.7716,INV03,103206
1/5/2023,Combustion,Diesel,Diesel fuel bulk,Processing,Site Power Generation,QLD,kL,1261.7555,INV03,103206
1/5/2023,Combustion,LPG,Propane Handigas 45kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.3529,INV03,121352
1/5/2023,Combustion,LPG,Propane Handigas Q size 18kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.1765,INV03,103071
1/5/2023,Combustion,LPG,Propane LPG bulk delivery,Processing,Gold Room,QLD,kL,44.2688,INV03,103570
1/5/2023,Combustion,Lubricants,Coolant antifreeze HD Premium N Cool 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,2.0,INV03,120407
1/5/2023,Combustion,Lubricants,Engine oil Rimula R4 MV 15W40 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,7.0,INV03,124779
1/5/2023,Combustion,Lubricants,Gear oil 90W GL4 200L drum Hitachi,Mining Open Pit,Projects and Work Orders,QLD,kL,2.8,INV03,128162
1/5/2023,Combustion,Lubricants,Gear oil Omala S2 GX 150 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,5.0,INV03,127921
1/5/2023,Combustion,Lubricants,Gear oil Omala S2 GX 320 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.836,INV03,101608
1/5/2023,Combustion,Lubricants,Gear oil Omala S2 GX 320 950L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.9,INV03,100379
1/5/2023,Combustion,Lubricants,Gear oil Omala S2 GX 460 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,8.0,INV03,136048
1/5/2023,Combustion,Lubricants,Gear oil Omala S4 GX 220 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.12,INV03,101605
1/5/2023,Combustion,Lubricants,Gear oil Omala S4 GX320 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.627,INV03,101036
1/5/2023,Combustion,Lubricants,Gear oil Omala S4 GXV Plus 320 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.12,INV03,100330
1/5/2023,Combustion,Lubricants,Gear oil Omala S4 Wheel 680 18.9L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0189,INV03,101308
1/5/2023,Combustion,Lubricants,Gear oil Omala S4 Wheel 680 208L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.208,INV03,101307
1/5/2023,Combustion,Lubricants,Gear oil Spirax S2 A 85W-140 1000L Pod,Mining Open Pit,Projects and Work Orders,QLD,kL,3.0,INV03,120270
1/5/2023,Combustion,Greases,Grease Gadus S2 OG 80 190kg suit Mill 4,Mining Open Pit,Projects and Work Orders,QLD,kL,1.4,INV03,136120
1/5/2023,Combustion,Greases,Grease Gadus S2 V100 3 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0117,INV03,101581
1/5/2023,Combustion,Greases,Grease Gadus S2 V220 2 C2 450g,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0009,INV03,101580
1/5/2023,Combustion,Greases,Grease Gadus S2 V220 2 D180K,Mining Open Pit,Projects and Work Orders,QLD,kL,0.6,INV03,100004
1/5/2023,Combustion,Greases,Grease Gadus S2 V220 2 IBC-K Red Rocket 1000kg,Mining Open Pit,Projects and Work Orders,QLD,kL,5.0,INV03,126311
1/5/2023,Combustion,Greases,Grease Gadus S3 EP2 450g cartridge,Commercial & Administration,Operations Administration,QLD,kL,0.0009,INV03,101578
1/5/2023,Combustion,Greases,Grease Gadus S3 EP2 450g cartridge,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0935,INV03,101578
1/5/2023,Combustion,Greases,Grease Gadus S3 V220C 2 P18K,Mining Open Pit,Projects and Work Orders,QLD,kL,0.02,INV03,102910
1/5/2023,Combustion,Greases,Grease Gadus S3 V460DM 2 180kg,Maintenance,Crushing - Fixed,QLD,kL,0.4,INV03,123620
1/5/2023,Combustion,Greases,Grease Gadus S3 V460DM 2 180kg,Mining Open Pit,Projects and Work Orders,QLD,kL,1.2,INV03,123620
1/5/2023,Combustion,Greases,Grease exposed gear Gadus S4 OGFP IBC-K Red Rocket,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,900351
1/5/2023,Combustion,Greases,Grease special purpose rubber products 500g tub,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0025,INV03,101472
1/5/2023,Combustion,Lubricants,Hydraulic oil HN46 Hitachi IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,126696
1/5/2023,Combustion,Lubricants,Hydraulic oil Spirax S4 CX30 IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,125456
1/5/2023,Combustion,Lubricants,Hydraulic oil Spirax S4 CX50 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,122926
1/5/2023,Combustion,Lubricants,Hydraulic oil Tellus 68 S2 VX 68/D 209L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.418,INV03,103552
1/5/2023,Combustion,Lubricants,Hydraulic oil Tellus S2 VX 68 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,122716
1/5/2023,Combustion,Lubricants,Hydraulic oil Turbo T 46 209L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,0.209,INV03,101609
1/5/2023,Combustion,Lubricants,Lubricant tyre and rim mounting paste 5kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.04,INV03,103929
1/5/2023,Combustion,Lubricants,Oil air compressor Corena S3 R68 20L,Mining Open Pit,Projects and Work Orders,QLD,kL,0.02,INV03,128187
1/5/2023,Combustion,Lubricants,Tyre conditioner Sealzit Rim Guard 1000L Pod,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,122962
1/5/2023,Combustion,Oxygen,Oxygen industrial size E 4.1m3,Mining Open Pit,Projects and Work Orders,QLD,m3,32.8,INV03,100700
1/5/2023,Combustion,Oxygen,Oxygen industrial size G 8.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,89.0,INV03,100191
1/5/2023,Combustion,Oxygen,Oxygen liquid bulk,Processing,Leach & Adsorption,QLD,m3,73267.9,INV03,103207
1/5/2023,Combustion,Oxygen,Oxygen medical size C stubby,Mining Open Pit,Projects and Work Orders,QLD,m3,1.0,INV03,100641
1/5/2023,Combustion,Oxygen,Oxygen medical size G 8.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,8.9,INV03,122253
1/5/2023,Combustion,Welding Gas,Argon ultra high purity size G2,Mining Open Pit,Projects and Work Orders,QLD,m3,11.9,INV03,104090
1/5/2023,Combustion,Welding Gas,Argoshield 52 size G2 11.9m3,Mining Open Pit,Projects and Work Orders,QLD,m3,238.0,INV03,140158
1/5/2023,Reagent,Acid,Acid hydrochloric dilute 9% 1000L IBC,Maintenance,Sewerage Treatment Plant,QLD,t,0.09,INV03,123339
1/5/2023,Reagent,Acid,Acid hydrochloric dilute 9% 1000L IBC,Maintenance,Village and Housing,QLD,t,0.09,INV03,123339
1/5/2023,Reagent,Acid,Hydrochloric acid min 32% strength bulk,Processing,Gold Room,QLD,t,22.9717,INV03,103203
1/5/2023,Reagent,Antiscalant,Antiscalant Proflow liquid WTS 4-103 1050kg IBC,Mining Open Pit,Projects and Work Orders,QLD,t,2.1,INV03,124951
1/5/2023,Reagent,Carbon,Carbon activated YAO 60 ASTM 6/12 grade 500kg bag,Processing,Leach & Adsorption,QLD,t,3.0,INV03,103200
1/5/2023,Reagent,Caustic Soda,Sodium hydroxide caustic bulk liquid NaOH,Processing,Gold Room,QLD,t,35.76,INV03,103205
1/5/2023,Reagent,Caustic Soda,Sodium hydroxide solution 50% caustic IBC 1540kg,Maintenance,Village and Housing,QLD,t,1.54,INV03,122470
1/5/2023,Reagent,Caustic Soda,Sodium hydroxide solution 50% caustic IBC 1540kg,Mining Open Pit,Projects and Work Orders,QLD,t,1.54,INV03,122470
1/5/2023,Reagent,Cyanide,Sodium cyanide reagent liquor 30-33% bulk,Processing,Leach & Adsorption,QLD,t,251.5105,INV03,103430
1/5/2023,Reagent,Degreaser,Degreaser Mineclean Castrol 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,121366
1/5/2023,Reagent,Flocculant,Flocculant mineral process Posifloc AN923SH powder 25kg bag,Processing,Tailings Disposal,QLD,t,0.325,INV03,100975
1/5/2023,Reagent,Flocculant,Flocculant water treatment WTS 8-9910N 15kg bags,Mining Open Pit,Projects and Work Orders,QLD,t,0.015,INV03,100977
1/5/2023,Reagent,Leach Aid,Leach Well GC bucket 10kg,Mining Open Pit,Projects and Work Orders,QLD,t,0.06,INV03,104219
1/5/2023,Reagent,Lime,Lime unslaked quicklime bulk delivery,Processing,Leach & Adsorption,QLD,t,484.32,INV03,101673
1/5/2023,Reagent,Sewage Treatment,Sewage treatment compound Actizyme 3kg bottle,Mining Open Pit,Projects and Work Orders,QLD,t,0.006,INV03,103423
1/5/2023,Reagent,Sodium Chlorite,Sodium chlorite 31% 200L 250kg,Mining Open Pit,Projects and Work Orders,QLD,t,0.5,INV03,104164
1/5/2023,Reagent,Sodium Hypochlorite,Sodium hypochlorite solution chlorine 10%,Mining Open Pit,Projects and Work Orders,QLD,kL,0.003,INV03,104165
1/5/2023,Wear Item,Grinding Media,Ball grinding 65mm dia 1% carbon,Processing,Milling,QLD,t,235.171,INV03,103202
1/5/2023,Wear Item,Grinding Media,Ball grinding 80mm dia 1% carbon,Processing,Milling,QLD,t,257.598,INV03,100037
1/5/2023,Wear Item,Grinding Media,Ball grinding 94mm dia MC60,Processing,Milling,QLD,t,128.404,INV03,100557
1/5/2023,Wear Item,Tyres,Tyre 24.00R35 Maxam 2 star MS402 E4,Mining Open Pit,Projects and Work Orders,QLD,Each,2.0,INV03,126059
1/5/2023,Wear Item,Tyres,Tyre 40.00R57 Maxam MS403 E4 2 star,Mining Open Pit,Projects and Work Orders,QLD,Each,4.0,INV03,126054
1/5/2024,Combustion,Acetylene,Acetylene industrial size G 7.0m3,Mining Open Pit,Projects and Work Orders,QLD,m3,42.0,INV03,100192
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Light Vehicles,QLD,kL,29.8828,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Commercial & Administration,Operations Administration,QLD,kL,1.0567,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Exploration & Development,Exploration and Development,QLD,kL,11.9186,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Geology,Grade Control,QLD,kL,0.3492,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Blasting,QLD,kL,4.6126,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Drilling - Production,QLD,kL,5.3274,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Geotechnical,QLD,kL,1.8053,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Hauling,QLD,kL,1074.0498,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Loading,QLD,kL,291.3016,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Mobile Equipment,QLD,kL,152.5591,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Projects and Work Orders,QLD,kL,351.8822,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Mining Open Pit,Rehandling,QLD,kL,294.0215,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Fixed,QLD,kL,11.8025,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Crushing - Supplemental,QLD,kL,0.2738,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Management Services,QLD,kL,7.4982,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Nolans South Crusher,QLD,kL,66.8402,INV03,103206
1/5/2024,Combustion,Diesel,Diesel fuel bulk,Processing,Site Power Generation,QLD,kL,2054.3713,INV03,103206
1/5/2024,Combustion,LPG,Propane Handigas 45kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.4411,INV03,121352
1/5/2024,Combustion,LPG,Propane Handigas Q size 18kg,Mining Open Pit,Projects and Work Orders,QLD,kL,0.0706,INV03,103071
1/5/2024,Combustion,LPG,Propane LPG bulk delivery,Processing,Gold Room,QLD,kL,171.3267,INV03,103570
1/5/2024,Combustion,Lubricants,Coolant antifreeze HD Premium N Cool 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,1.0,INV03,120407
1/5/2024,Combustion,Lubricants,Engine oil Rimula R4 MV 15W40 1000L IBC,Mining Open Pit,Projects and Work Orders,QLD,kL,10.0,INV03,124779
1/5/2024,Combustion,Lubricants,Gear oil 90W GL4 200L drum Hitachi,Mining Open Pit,Projects and Work Orders,QLD,kL,1.6,INV03,128162
1/5/2024,Combustion,Lubricants,Gear oil Omala S2 G 220 IBC 1000L,Mining Open Pit,Projects and Work Orders,QLD,kL,3.0,INV03,103652
